no,keyword,keyword_ko,runtime,like,title,title_ko,channel,date
166,首尔世界烟花庆典,서울세계불꽃축제,1:15,26,🇰🇷首尔一年一度的世界烟花节如约而至～ 太美太震撼～ #烟花🎆 #韩国烟花节 #首尔烟花节,🇰🇷 서울세계불꽃축제가 열립니다~ 너무 아름답고 멋지네요~ #불꽃 #대한민국불꽃축제 #서울세계불꽃축제,@略略^_^,2024-10-06
167,首尔世界烟花庆典,서울세계불꽃축제,1:52,555,时隔3年的 烟花节 现场突破100万人…..#韩国旅游 #首尔烟花节#韩国 #韩国夜生活 #韩国户外直播,"3년 만의 불꽃축제, 현장 관람객 100만 명 돌파 ..... 한국관광 #서울불꽃축제 #한국 #한국의밤 #한국야경 #한국야외방송",@韩国隽臣798,2022-10-08
168,首尔世界烟花庆典,서울세계불꽃축제,0:08,12,烟花秀看了，这个腿都快走废了，头一次见首尔这么多人#烟花秀 #首尔烟花庆典 #韩国留学,"불꽃쇼 관람, 이 다리는 걷기 아깝다, 서울에서 이렇게 많은 인파는 처음 본다 #불꽃쇼 #서울불꽃축제 #한국유학 #한국유학",@中韩溜达姐,2024-10-05
169,首尔世界烟花庆典,서울세계불꽃축제,1:25,89,韩国🇰🇷首尔国际烟花节🎆🇵🇱的收尾太美啦 人太多，网络都没了！这才有网发出来[捂脸R]波兰🇵🇱烟花收尾片段 #2023首尔国际烟花节 #2023韩国国际烟花节,대한민국 🇰🇷 서울국제불꽃축제 🎆🇵🇱 피날레가 너무 아름다웠어요 사람이 너무 많아서 인터넷이 끊겼어요! 그래서 인터넷이 끊겼어요 [face R] 폴란드 🇵🇱 불꽃 피날레 영상 #2023서울국제불꽃축제 #2023KoreaInternationalFireworksFestival,@Lyne,2023-10-07
170,首尔世界烟花庆典,서울세계불꽃축제,0:28,422,下次一起看烟花吧🎆#여의도불꽃축제 #首尔世界烟花节 #向烟花许个愿 #愿所有的美好和期待都能如约而至 #烟花秀🎆,다음엔 함께 불꽃을 보아요 🎆 #여의도불꽃축제 #서울세계불꽃축제 #불꽃에 소원을 빌어요 #기대하는 모든 일이 약속대로 이루어지길 #불꽃쇼 🎆,@5.27,2022-10-08
171,首尔世界烟花庆典,서울세계불꽃축제,0:23,10,서울세계불꽃축제 2024 #首尔#首尔烟花节 #烟花 #韩国,서울세계불꽃축제 2024 #서울 #서울불꽃축제 #불꽃 #대한민국,@一只秋.KL,2024-10-05
172,首尔世界烟花庆典,서울세계불꽃축제,0,23,韩国国际烟花节🎆 #烟花 #烟花秀 #首尔,한국국제불꽃축제 🎆 #불꽃 #불꽃쇼 #서울,@今天不吃晚饭,2024-10-05
173,首尔世界烟花庆典,서울세계불꽃축제,0:24,6122,烟火向星辰，所愿皆成真🎇 #首尔世界烟花庆典 #首尔烟花 #BeautifulSoulSeoul #AttractiveSoulSeoul #MySoulSeoul #SeoulKorea #visitseoul #首尔观光财团 #首尔旅游局 #韩国 #韩国旅游 #首尔 #首尔旅行 #抖音看世界 #烟花 #世间美好皆因有你 #最美烟火 #人间烟火 #城市的夜晚,"별을 향한 불꽃, 소원성취 🎇 #서울세계불꽃축제 #서울불꽃 #아름다운서울 #매력적인서울 #내가본서울 #서울코리아 #방문서울 #서울관광재단 #서울관광재단 #대한민국 #한국 관광 #서울 #서울여행 #세상을 흔들어라 #불꽃 #너 때문에 세상이 아름답다 #지상에서 가장 아름다운 불꽃 #불꽃 #도시의 밤",@首尔旅游局,2022-10-20
174,首尔世界烟花庆典,서울세계불꽃축제,0:19,24000,首尔🇰🇷国际烟花节，花火绽放的一瞬间太美好。#韩国 #首尔 #烟花 #韩国生活 #烟花最浪漫的一瞬间,"서울 🇰🇷 국제불꽃축제, 불꽃이 피어나는 순간이 너무 좋았습니다. #대한민국 #서울 #불꽃 #한국생활 #불꽃의 가장 로맨틱한 순간",@明年春天,2023-10-08
175,首尔世界烟花庆典,서울세계불꽃축제,0:16,1216,快来看「2023首尔世界烟花节」中国代表队🇨🇳能有多绝？！ #向烟花许个愿 #2023首尔烟花秀 #首尔世界烟花节 #中国烟花,2023 서울세계불꽃축제' 중국팀을 만나보세요 🇨🇳 얼마나 절대적일 수 있을까요? #불꽃에 소원 빌기 #2023서울세계불꽃축제 #서울세계불꽃축제 #중국 불꽃놀이,@我叫西木慧,2023-10-08
176,首尔世界烟花庆典,서울세계불꽃축제,0,5,🇰🇷首尔｜韩国烟花节，不见不散。韩国最大规模的烟花节#首尔世界烟花节确定于10月7日举行 将夜空填满的火花！ 不要错过足以覆盖天空的规模和浪漫的汉江组合。 与朋友、家人、恋人一起访问华丽的烟花将刻上夜空的庆典，留下特别的一天怎么样？ 📍汝矣岛汉江公园一带 📍 预定于10月7日举行#韩国最大规模,"🇰🇷 서울｜서울세계불꽃축제, 놓치지 마세요! 국내 최대 규모의 불꽃축제 #서울세계불꽃축제 10월 7일 개최 확정 밤하늘을 불꽃으로 가득 채우세요! 하늘을 뒤덮을 듯한 스케일과 낭만적인 한강이 어우러진 불꽃의 향연을 놓치지 마세요. 친구, 가족, 연인과 함께 화려한 불꽃이 밤하늘에 새겨질 축제장을 찾아 특별한 하루를 남기는 건 어떨까요? 10월 7일 개최 예정 📍여의도 한강공원 일대 📍국내 최대 규모 #서울세계불꽃축제",@喧闹的懒猫,2023-08-22
177,首尔世界烟花庆典,서울세계불꽃축제,0:52,191,2024首尔烟花庆典🇰🇷🎆 当巨大的烟花在头顶炸裂开的时候内心是满满的幸福与感动，生活还是很美好的！永远充满希望 #向烟花许个愿 #烟火向星辰所愿皆成真,"2024 서울세계불꽃축제 🇰🇷🎆 머리 위에서 터지는 거대한 불꽃이 행복과 감동으로 가득할 때, 인생은 여전히 아름답습니다! 항상 희망찬 #불꽃에 소원 빌기 #불꽃에 소원 빌면 모든 소원이 이루어집니다.",@Noting杨小帽,2024-10-06
178,首尔世界烟花庆典,서울세계불꽃축제,0:37,94,#首尔国际烟花节,서울국제불꽃축제 #서울세계불꽃축제,@金成南（鸭总裁韩国）,2024-10-06
179,首尔世界烟花庆典,서울세계불꽃축제,7:38,56,中国队的烟花一放就觉得过年了🥹 #首尔世界烟花节 #烟花 #vlog #留学日常,중국팀의 불꽃이 터지면 새해 전야 같은 기분 🥹 #서울세계불꽃축제 #불꽃 #브이로그 #어학연수일상,@-Li1ac-,2023-10-10
180,首尔世界烟花庆典,서울세계불꽃축제,0:46,5,🇰🇷2023首尔汉江世界烟花节🎆 真的太美啦！！！❤️❤️❤️ #首尔世界烟花节#首尔烟花节#汉江烟花#烟花秀#首尔旅行,🇰🇷2023 서울한강세계불꽃축제 🎆 정말 아름다워요!!!! ❤️❤️❤️ #서울세계불꽃축제 #서울불꽃축제 #한강불꽃 #불꽃쇼 #서울여행,@兔几几🐰,2023-10-08
181,首尔世界烟花庆典,서울세계불꽃축제,0:59,13,带你看烟花——首尔世界烟花庆典@DOU+小助手 #星辰,불꽃놀이 구경하기 - 서울세계불꽃축제 @DOU+소셜헬퍼 #스타,@山东省烟花爆竹协会,2022-10-21
182,首尔世界烟花庆典,서울세계불꽃축제,0:47,655,中国烟花真美！#美好 #烟花最浪漫的一瞬间 #意不意外惊不惊喜 #点赞 #厉害了,중국 불꽃놀이는 아름답습니다! 아름다운 #불꽃놀이 #가장 로맨틱한 순간 #의도적인 서프라이즈 #좋아요 #멋져요,@槐荫视界,2023-10-09
183,首尔世界烟花庆典,서울세계불꽃축제,0:10,498,当地时间2022年10月8日，韩国首尔举行世界烟花庆典，烟花点亮夜空。这是该活动时隔三年再次举办。,2022년 10월 8일(현지 시간) 대한민국 서울에서 열리는 세계불꽃축제에서 불꽃놀이가 밤하늘을 수놓습니다. 3년 만에 다시 열리는 행사입니다.,@中国网,2022-10-09
184,首尔世界烟花庆典,서울세계불꽃축제,2:19,5,#2024首尔国际烟花节 #beautifulfireworks 每个人都各不相同，让自己闪耀起来，你就是不一样的烟火！ #国庆吃喝玩乐节 #dou加热门,"#2024서울세계불꽃축제 #아름다운불꽃 모두 다 다르니까, 너를 빛내라, 너는 다른 불꽃이다! #국경일먹고마시고즐기는축제 #두근두근문",@Shally,2024-10-05
185,首尔世界烟花庆典,서울세계불꽃축제,3:22,70,[IU——Love Wins All] 10/05在Seoul国际焰火节 咱们IU也是越来越厉害了#送你一场烟花盛宴 #首尔国际焰火节 #国际焰火节 #IU #lovewinsall,[아이유 - 사랑이 이긴다] 10/05 서울국제불꽃축제에서 우리 아이유도 점점 더 좋아지고 있습니다 #불꽃의 향연을 보내드립니다 #서울국제불꽃축제 #국제불꽃축제 #아이유 #사랑이이긴다,@Holssi,2024-10-06
186,首尔世界烟花庆典,서울세계불꽃축제,0:51,6,韩国的烟花节一定要看一次 眼睛看的比拍出来壮观100倍@抖音小助手 @抖音创作者中心 #烟花 #记录真实生活 #韩国 #首尔世界烟花节,영상보다 100배 더 화려한 한국의 불꽃축제는 직접 봐야 합니다 #불꽃 #불꽃놀이 #실제를담다 #대한민국 #서울세계불꽃축제 @ShakeSoundAssistant @ShakeSoundCreatorCentre #Fireworks #DocumentingRealLife #대한민국 #WorldFireworksFestival,@Heyiii_,2022-10-10
187,首尔世界烟花庆典,서울세계불꽃축제,1:44,214,首尔 | 首尔世界烟花节 10月7日，汝矣岛汉江公园举行了首尔世界烟花节。首尔世界烟花节每年都会要求世界级水平的专业烟花企业，以汝矣岛的夜空为背景舞台，为我们带来梦幻的烟花演出🎆 通过视频一起看看以‘Lights of Tomorrow’为主题开展的首尔世界烟花节现场有多美多壮观吧✨ 汝矣岛汉江公园 📍首尔永登浦区汝矣东路 330 📍서울 영등포구 여의동로 330 🚇 5号线汝矣渡口站(여의나루역)3号出口步行249m 视频来源: 视频全部著作权归首尔观光财团、Visit Seoul(首尔旅游局)及Visit Seoul TV(首尔旅游局TV)Youtube官方账号所有，严禁未经许可转载、盗用该视频。 #首尔 #首尔旅游局 #首尔世界烟花节 #烟花 #汉江,"서울 | 서울세계불꽃축제 서울세계불꽃축제가 지난 10월 7일 여의도 한강공원에서 열렸습니다. 서울세계불꽃축제는 매년 세계적인 전문 불꽃업체에 의뢰해 여의도 밤하늘을 배경으로 환상적인 불꽃쇼를 선보이고 있는데요 🎆 '내일의 빛'을 주제로 펼쳐진 서울세계불꽃축제 현장을 영상으로 만나보세요! ✨ 여의도 한강공원 📍 서울 영등포구 여의도동로 330 📍 서울 영등포구 여의동로 330 🚇 5호선 여의도 선착장(여의나루역) 3번 출구에서 도보 249m 영상 출처 : 영상의 모든 저작권은 서울관광재단, Visit Seoul, Visit Seoul TV에 귀속되어 있습니다. 모든 저작권은 서울관광재단, 비짓서울, 비짓서울TV에 있으며 무단 복제 및 도용을 금합니다. 서울 #서울 #서울관광재단 #서울세계불꽃축제 #불꽃 #한강",@首尔旅游局,2023-10-17
188,首尔世界烟花庆典,서울세계불꽃축제,0:19,13,in my life #首尔国际烟花节 #韩国 #韩国旅游,내인생에 #서울국제불꽃축제 #한국 #한국관광,@日森物流一生之敌,2024-10-05
189,首尔世界烟花庆典,서울세계불꽃축제,1:32,53,#烟火向星辰所愿皆成真 #首尔世界烟花节#中国#芬兰#韩国。太好看了,#별을 향한 불꽃놀이 모든 소원이 이루어지길 #서울세계불꽃축제 #중국 #핀란드 #한국. 너무 좋아요.,@🇰🇷有米姐姐🇰🇷,2023-10-07
190,首尔世界烟花庆典,서울세계불꽃축제,0:15,130,首尔世界烟花节你们去看了吗 서울세계불꽃축제 📍 여의도 한강공원 일대,서울세계불꽃축제 다녀오셨나요? 서울세계불꽃축제 📍 여의도 한강공원 일대,@韩国安山114互助平台,2023-10-08
191,首尔世界烟花庆典,서울세계불꽃축제,7:29,21,🎆首尔国际烟花庆典—7分钟纯享版#烟花🎆 #首尔烟花节 #韩国留学 #烟花秀 #首尔,서울국제불꽃축제 - 7분 퓨어 에디션 #불꽃 #서울불꽃축제 #한국유학 #불꽃쇼 #서울,@克洛泽会发光,2023-10-08
192,首尔世界烟花庆典,서울세계불꽃축제,0:19,81,首尔世界烟花节#韩国留学 #首尔世界烟花节 #首尔世界烟花庆典 #驻韩大师姐 #韩国留学攻略,서울세계불꽃축제 #한국유학 #서울세계불꽃축제 #서울세계불꽃축제 #서울세계불꽃축제 #한국유학생 #한국유학정보 #한국유학팁,@驻韩大师姐张博士（韩国教授讲留学）,2023-10-08
193,首尔世界烟花庆典,서울세계불꽃축제,1:53,5,首尔国际烟花节#韩国 #首尔 #首尔国际烟花节,서울세계불꽃축제 #대한민국 #서울 #서울국제불꽃축제,@Chestnut.,2024-10-17
194,首尔世界烟花庆典,서울세계불꽃축제,1:00,18,去韩国旅游偶遇世界烟花节🎆是真的真的太美太震撼了！#向烟花许个愿 #花火大会 #最美烟花 #韩国 #海外生活,세계 불꽃 축제를 우연히 발견한 한국 여행 🎆은 정말 정말 정말 아름답고 멋집니다! 불꽃에 소원 빌기 #불꽃축제 #최고의불꽃 #한국 #해외여행 #해외생활,@fanxy1221,2022-10-26
195,首尔世界烟花庆典,서울세계불꽃축제,3:28,299,2023首尔世界烟花节#韩国 #烟花,2023서울세계불꽃축제 #대한민국 #불꽃놀이,@ㄱㄷ,2023-10-08
196,首尔世界烟花庆典,서울세계불꽃축제,2:23,16,首尔世界烟花大会！朱古力的Vlog S2E3,서울세계불꽃축제! 쇼콜라의 브이로그 S2E3,@朱古力JuHaliii_,2024-10-12
197,首尔世界烟花庆典,서울세계불꽃축제,0,17,10月8日首尔世界烟花节开直播。韩国时间18:40 中国时间 17:40 #向烟花许个愿,서울세계불꽃축제가 10월 8일에 생방송으로 시작됩니다. 18:40 한국 시간 17:40 CST #MakeAWishToFireworks,@Chelsea,2022-10-08
198,首尔世界烟花庆典,서울세계불꽃축제,0:31,398,人间烟火气 最抚凡人心#首尔世界烟花节 #送你满天星辰 #愿所有的美好和期待都能如约而至,#서울세계불꽃축제 #별이 가득한 하늘을 보내드립니다 #모든 아름다움과 기대가 이루어지길 바랍니다.,@穆哥在哈国🇰🇿,2022-10-09
199,首尔世界烟花庆典,서울세계불꽃축제,1:28,102,不到2小时留下50吨垃圾，但韩国人这次，没借口找中国人背锅了,"2시간도 채 되지 않아 50톤의 쓰레기를 남겼지만, 이번에도 한국인들은 중국인에게 책임을 돌릴 변명의 여지가 없습니다.",@科普脑洞,2022-10-17
200,首尔世界烟花庆典,서울세계불꽃축제,0:56,18,时隔三年的首尔世界烟花秀 来自日本、意大利、韩国的团队 对于很久没看到烟花的我来说太震撼了 就是没有超强中国蔡国强战队有点遗憾 期待下一次#海外生活 #花火大会 #向烟花许个愿 #愿所有的美好和期待都能如约而至 #首尔烟花节,"3년만에 일본, 이탈리아, 한국 팀이 함께한 서울세계불꽃쇼는 오랜만에 불꽃을 본 저에게는 신기했지만 슈퍼차이나 최국경팀이 없어서 아쉽네요 다음번이 기대됩니다 #해외생활 #불꽃 #불꽃에소원빌기 #기대하는 모든 좋은 일들이 약속대로 오길 #서울세계불꽃축제",@木头先生,2022-10-09
201,首尔世界烟花庆典,서울세계불꽃축제,4:58,46,首尔人生烟花🎆 C位高清最全集锦 韩国首尔汉江公园河畔 一场宏大的烟花秀让人难忘 烟花燃放位置前的C位拍到了整场SHOW 愿2024每个人的人生都像这场烟花秀一样绚烂美好 #韩国 #韩国旅行 #首尔 #烟花 #首尔烟花节,서울 인생불꽃 🎆 C포지션 HD 베스트 컬렉션 서울 한강공원 강변에서 펼쳐지는 웅장한 불꽃쇼 기억에 남을 불꽃쇼 불꽃놀이 위치 앞 C포지션에서 전체를 담았습니다 2024년 모두의 인생이 이 불꽃쇼처럼 화려하고 아름답길 #한국 #한국여행 #서울 #불꽃 #서울불꽃축제 #서울세계불꽃축제,@田宇同学,2024-10-06
202,首尔世界烟花庆典,서울세계불꽃축제,1:00,24,点燃首尔夜空的庆典🎆夜空盛宴2023首尔国际烟花节🎈🎈💖💗 #首尔 #汝矣岛 #现场实拍 #国际烟花节,서울의 밤하늘을 밝히는 축제 🎆 밤하늘을 수놓는 화려한 2023 서울국제불꽃축제 🎈🎈💖💗 #서울 #여의도 #라이브포토 #국제불꽃축제,@Pinkazalea,2023-10-07
203,首尔世界烟花庆典,서울세계불꽃축제,0:26,89,我想和你 赏最美的风景🫶🏻#首尔烟花节 #首尔烟花庆典,가장 아름다운 풍경을 여러분과 함께 즐기고 싶어요 🫶🏻 #서울불꽃축제 #서울불꽃축하공연,@乌栀栀,2024-10-05
204,首尔世界烟花庆典,서울세계불꽃축제,1:01,14,#烟花🎆 #向烟花许个愿 #首尔烟花节,#불꽃놀이 🎆 #불꽃에 소원 빌기 #서울불꽃축제,@兽世十一,2024-10-06
205,首尔世界烟花庆典,서울세계불꽃축제,0,384,10月8、首尔国际烟花庆典19:00开场。大家一定一定要带厚一点的外套、晚上会很冷、带个铺地的垫子、少喝水、不然会排队去厕所😂和家人、恋人、朋友、去欣赏这华丽的烟花秀吧！#汝矣岛 #首尔 #汉江公园 #烟花庆典 #今日分享,"10월 8일, 서울세계불꽃축제는 19시부터 시작됩니다. 밤에는 추우니 두꺼운 외투를 꼭 챙기고, 바닥에 돗자리를 깔고, 물을 적게 마시지 않으면 화장실에 줄을 서야 하니까요 😂 가족, 연인, 친구와 함께 화려한 불꽃쇼를 즐기러 가세요! #여의도 #서울 #한강공원 #불꽃축제 #오늘의쉐어",@玮宝欧尼在韩国（橱窗营业中）,2022-10-08
206,首尔世界烟花庆典,서울세계불꽃축제,1:07,13,有多少人今天来汝矣岛凑热闹啦？ #首尔世界烟花节 #首尔世界烟花庆典 #韩国留学 #韩国生活,오늘 여의도에 오신 분들은 몇 분이나 오셨나요? 서울세계불꽃축제 #서울세계불꽃축제 #서울세계불꽃축제 #한국유학 #한국에서의생활,@JeungSin,2023-10-07
207,首尔世界烟花庆典,서울세계불꽃축제,0:30,12,这一刻 感受到了幸福 人生就活那么几个瞬间 #韩国 #韩国烟花节 #首尔烟花节 #人生就活几个瞬间 #感受幸福,행복을 느끼는 순간입니다 인생은 잠시뿐 #대한민국 #서울불꽃축제 #서울불꽃축제 #인생은 잠시뿐 #행복느낌,@yokokaaa,2024-10-07
208,首尔世界烟花庆典,서울세계불꽃축제,2:09,116,韩国人的浪漫～如果你也刚好看到烟花，那就当我们见过⾯吧#首尔烟花节 #韩国留学 #浪漫 #抖音小助手 #留学生,코리안 로맨스~ 불꽃놀이도 보러 오면 얼굴 보고 만난 척하자 #서울불꽃축제 #한국유학 #로맨스 #흔들리는리틀헬퍼 #유학생들,@一颗心,2022-10-09
209,首尔世界烟花庆典,서울세계불꽃축제,0:30,19000,首尔国际烟花节,서울국제불꽃축제,@你们要好好做人,2023-10-15
210,首尔世界烟花庆典,서울세계불꽃축제,0:37,42,🧨2023 首尔国际烟花节 Lights Tomorrow-明日之光🎆 是短暂的绚烂 是永恒的浪漫✨ #向烟花许个愿 #烟花秀 #韩国 #烟花🎆 #收到烟花接好运,2023 서울국제불꽃축제 내일의 불빛- 내일의 불빛🎆 잠깐의 화려함 영원한 낭만✨ #불꽃에소원빌기 #불꽃쇼 #대한민국 #불꽃 #불꽃놀이 #받아요-불꽃-받아요-행운을,@NAZI,2023-10-08
211,首尔世界烟花庆典,서울세계불꽃축제,0,340,"🇰🇷首尔2024🌟新年倒计时。🎆韩国首尔 2024年 新年倒计时 场地汇总🎇 1⃣️东大门DDP 新年倒计时 🕛23.12.31 23:00 ~24.01.01 1:30 🎆5000发高空烟花秀 🌠DDP建筑全面数字投影秀 📍东大门历史文化公园站 1号出口（2,4,5号线） - 2⃣️宗路 普信阁 新年倒计时 보신각 🕛2023.12.31~2024.01.01 🔔0点敲钟33次 🎭韩国民俗游戏，国乐，KPOP演出等 - 3⃣️世宗大路 자정의 태양☀️ ⚠️这里距离普信阁只有400M ✨今年随着普信阁钟声想起， ☀️会亮起一个直径12M的“午夜的太阳” - 4⃣️乐天世界 游乐园 烟花秀及新年倒计时 🕛2023.12.31 10:00~24:00 🎤乐队秀，艺人演出，城堡烟花秀，灯光秀 - #韩国旅游 #韩国自由行攻略 #韩国旅行 #韩国倒计时 #韩国自由行包车","🇰🇷 서울 2024🌟 새해 카운트다운. 🎆서울 2024 🎆 새해 카운트다운, 대한민국 행사 개요 🎇 1⃣️Dongdaemun DDP 새해 카운트다운 🕛23.12.31 23:00 ~24.01.01 1:30 🎆5,000회 고공불꽃쇼 🌠DDP 건축물 대형 디지털 프로젝션 쇼 📍동대문역사문화공원역 1번 출구(2,4,5호선) - 2⃣️ 종로 푸신각 신년 카운트다운 보신각 🕛2023.12.31 ~2024.01.01 🔔0시 33회 타종 🎭한국민속놀이, 국악, KPOP 공연 등 - 3 ⃣️Sejongdae-로 자정의 태양☀️ ⚠️ 보신각에서 불과 400m 거리 ✨올해는 보신각의 종소리와 함께 ☀️ 직경 12m의 한밤중 태양이 불을 밝힙니다 - 4 ⃣️Leotian 세계놀이공원 불꽃놀이 쇼 & 새해 카운트다운 🕛2023.12.31 10:00~24:00 🎤밴드쇼, 연예인, 성곽불꽃쇼, 라이트쇼 - #한국관광 #한국자유여행팁 #한국여행 #한국카운트다운 #한국자유여행차트",@💛韩饱饱in首尔,2023-12-28
212,首尔世界烟花庆典,서울세계불꽃축제,0:31,21,现场真的超美，拍不出来的震撼#首尔烟花庆典 #韩国生活 #首尔汉江公园 #浪漫瞬间 #韩国旅游,"정말 너무 아름다운 장면, 그 감동을 다 담을 수 없네요 #서울불꽃축제 #한국생활 #서울한강공원 #로맨틱한순간 #한국관광",@-..,2024-10-06
213,首尔世界烟花庆典,서울세계불꽃축제,1:23,400,24/10/5 星期六 今天来看韩国的世界烟花庆典，这是来韩国十几年头一次看。虽然烟花不是很美丽，跟魔术弹似的，但是想回家过年的心情变得更加浓厚了。最后希望所有人能快乐永常伴~#老三的韩国生活,"24/10/5 토요일 오늘은 10년 만에 한국에서 열리는 세계불꽃축제를 보러 왔습니다. 불꽃놀이는 그다지 아름답지는 않고 마법의 총알을 닮았지만, 새해를 맞아 고향에 가고 싶은 마음이 더 강해졌습니다. 마지막으로 모두가 행복하길 바라며~ #라오산의한국생활",@三哥本尊,2024-10-05
214,首尔世界烟花庆典,서울세계불꽃축제,0,29,时隔三年的首尔世界烟花节，真的很精彩～看看圈里朋友的视频也可以感受到它的气氛！,3년 만에 다시 찾은 서울세계불꽃축제는 정말 좋았어요~ 동그라미에 있는 친구들의 영상을 보시면 그 분위기를 느낄 수 있을 거예요!,@在韩被子姐,2022-10-09
215,首尔世界烟花庆典,서울세계불꽃축제,1:51,174,请大数据把我推荐给想看的最后惊喜的人#向烟花许个愿 #治愈系 #愿所求皆所愿 #保持热爱奔赴山海 #每一帧都是热爱,빅데이터에게 마지막 서프라이즈 보고 싶은 사람 추천해주세요 #불꽃에소원빌기 #힐링 #소원하는 모든 일들이 이루어지길 #사랑은 산으로 바다로 #모든 프레임이 사랑입니다.,@nancy,2023-10-11
216,首尔世界烟花庆典,서울세계불꽃축제,0,16,#烟花爆竹#烟花申遗,불꽃놀이 #불꽃놀이 #불꽃놀이 입찰,@上帝保佑的孩子,2022-12-29
217,首尔世界烟花庆典,서울세계불꽃축제,1:13,309,愿诸事顺遂🎆#花火大会 #首尔世界烟花节 #海外生活 #留学日常 #烟花,모든 일이 잘 되길 🎆 #꽃축제 #서울세계불꽃축제 #유학생활 #유학 #불꽃놀이,@Sou.,2022-10-09
218,首尔世界烟花庆典,서울세계불꽃축제,0:30,3,2024首尔世界烟花盛典,2024 서울세계불꽃축제,@哈特妮Hartney❤️,2024-10-07
219,首尔世界烟花庆典,서울세계불꽃축제,2:31,28,首尔烟花节，中国代表队～😍😍😍 #烟花秀 #首尔烟花庆典,,@优卡cc,2023-10-07
220,首尔世界烟花庆典,서울세계불꽃축제,0:33,20,#烟花🎆 #韩国 #首尔世界烟花节 今晚的首尔浪漫且治愈✨,#불꽃놀이 🎆 #대한민국 #서울세계불꽃축제 오늘 밤 서울은 낭만과 힐링이 있습니다 ✨,@美式加🧊,2022-10-10
221,首尔世界烟花庆典,서울세계불꽃축제,0:16,53,#烟花 #向烟花许个愿 2023首尔烟花节芬兰组&韩国组（中国组太丑太土了 水准不如橘子洲的一半 怎么敢走出国门的。。。呕🤮）,2023 서울세계불꽃축제 #불꽃 #MakeAWishToFireworks 핀란드 & 한국 (중국 그룹은 너무 못생기고 소박하고 수준도 오렌지보다 절반도 안 돼) 감히 외국에 나가다니. (구토),@Ajax（国服剑客,2023-10-07
222,首尔世界烟花庆典,서울세계불꽃축제,2:56,5,2022首尔世界烟花大会～跨越韩国南北的行程身临其境去观看～ #首尔烟花节 #韩国 #海外生活 #留学#生活,2022 서울세계불꽃축제~ 남북한을 넘나들며 생생하게 보는 불꽃놀이~ #서울불꽃축제 #남북한 #해외생활 #유학 #생활,@夏威夷的松树🌲,2022-10-10
223,首尔世界烟花庆典,서울세계불꽃축제,0:36,129,🎇2022首尔世界烟花庆典 🥹很遗憾，没能亲眼所见最美烟花夜景 #首尔烟花秀#那些最美的瞬间 #送你满天星辰 #,2012 서울세계불꽃축제 🥹 밤에 가장 아름다운 불꽃을 보지 못해 아쉽습니다 #서울불꽃쇼 #그때가 가장아름다운순간 #별이 가득한 하늘을 보내드립니다.,@📸山顺,2022-10-08
224,首尔世界烟花庆典,서울세계불꽃축제,0:52,14,首尔世界花火大會🎆最佳机位🤙🏻 #花火大会 #现场实拍 #向烟花许个愿 #烟花 #每一个瞬间都值得被记录,서울세계불꽃축제 🎆 최고의 카메라 위치 🤙🏻 #불꽃축제 #라이브샷 #불꽃에소원빌기 #불꽃 #모든순간을기록할 가치가 있습니다.,@杨耐斯📸,2022-10-08
225,首尔世界烟花庆典,서울세계불꽃축제,3:30,166,韩国首尔第一摩天大楼，555米乐天世界塔烟花#城市的夜晚,"555m 롯데월드타워 불꽃놀이, 서울 최고층 빌딩, 대한민국 #시티나이트",@Mr.秋田君,2022-05-11
226,首尔世界烟花庆典,서울세계불꽃축제,0:45,51,#首尔#首尔烟花节 #首尔烟花庆典 #首尔烟花,서울 #서울불꽃축제 #서울불꽃축제 #서울불꽃축제 #서울불꽃 #서울 불꽃놀이,@日料店泪汪汪的栗壳,2024-10-06
227,首尔世界烟花庆典,서울세계불꽃축제,0,6,#未来日子像烟花一样灿烂 #送你一场烟花盛宴 #国泰民安 #向烟花许个愿 #一起去看人山人海,불꽃놀이 #앞날은 불꽃처럼 밝습니다 #불꽃의 향연을 보내드립니다 #국가 평화와 번영 #불꽃에 소원 빌기 #함께 관람하러 가세요.,@琳琳linlin,2024-10-05
228,首尔世界烟花庆典,서울세계불꽃축제,0,27,花火是声势浩大的浪漫。#首尔烟花节#向烟花许个愿 #方大同听,불꽃놀이는 낭만적입니다. #서울불꽃축제 #불꽃에소원빌기 #팡다통듣기,@西瓶,2024-10-07
229,首尔世界烟花庆典,서울세계불꽃축제,0,7,2023首尔世界烟花庆典（组图）今年参加的团队有中国队、波兰队和韩国队。视频版之前有发布，可以点进我的主页观看。#烟花 #烟花秀 #首尔烟花庆典 #首尔烟花秀 #首尔世界烟花庆典,"2023 서울세계불꽃축제 (사진) 올해 참가하는 팀은 중국, 폴란드, 한국입니다. 영상 버전은 이전에 게시된 바 있으며, 제 홈페이지에 들어가시면 보실 수 있습니다. 불꽃 #불꽃쇼 #서울불꽃축제 #서울세계불꽃축제 #서울불꽃쇼 #서울세계불꽃축제",@🌸紫馨🌸（韩国版）,2023-10-23
230,首尔世界烟花庆典,서울세계불꽃축제,1:26,21,仨娃步行三公里，终于如愿观赏！#童趣时光 #@,세 명의 아이들이 3킬로미터를 걸어서 마침내 소원대로 볼 수 있었습니다! #아이들의 즐거운 시간 #@@,@HELEN,2024-10-06
